SNPnames	Corr.All	FST.All	s_high	demog	p.end	SNPIncluded	He.LS	He_samp	log.bf	rho	xtx	xtx.empP	bf.empP	rho.empP	TW.Zscore	TW.MinusLogP	TW.P
1364583796_142	-0.038218971	0.019921887	0	1R	0.104661118	TRUE	0.187414337	0.183545679	-1.291868159	-0.034307	82.234	0.008585859	0.259292929	0.087070707	0.527995	0.22366	0.597503
1364589973_499	-0.205565618	0.057399323	0	1R	0.312213705	TRUE	0.429472615	0.426527778	-1.319048389	0.067176	91.756	0.338181818	0.178686869	0.755050505	0.626625	0.274983	0.530905
1364592403_442	-0.251576925	0.036731079	0	1R	0.485521997	TRUE	0.499580775	0.499977778	-1.218086729	-0.0066283	91.442	0.316262626	0.457272727	0.203535354	1.44693	0.829983	0.147917
1364550434_552	-0.263983002	0.036139288	0	1R	0.758434432	TRUE	0.366423289	0.370516049	-1.217742426	0.047677	95.685	0.596969697	0.458181818	0.613636364	0.898281	0.432931	0.369036
1364503381_527	0.157551768	0.08980846	0	1R	0.186581556	TRUE	0.303537758	0.296619753	-0.969845729	0.038934	93.183	0.436565657	0.776666667	0.543232323	0.221966	0.0838935	0.82434
1364507884_514	0.379037827	0.032156703	0	1R	0.195595662	TRUE	0.314675998	0.32265679	-1.127098197	0.024451	91.676	0.332323232	0.619494949	0.422222222	0.215565	0.0812743	0.829327
1364649051_897	-0.127489462	0.033973439	0	1R	0.257406963	TRUE	0.382297237	0.376661111	-0.394371778	0.13228	90.918	0.282727273	0.960707071	0.974242424	0.208388	0.0783519	0.834926
1364595804_992	-0.054839772	0.023930425	0	1R	0.556529753	TRUE	0.493608774	0.488244444	-1.333566266	-0.017248	87.712	0.116363636	0.134545455	0.150606061	0.305253	0.119087	0.760174
1364529990_348	-0.488307241	0.037339445	0	1R	0.17602958	TRUE	0.290086334	0.271061111	-1.314329904	0.057125	102.54	0.883030303	0.191818182	0.686060606	0.62024	0.271565	0.5351
1364545636_1000	-0.573523332	0.066461963	0	1R	0.415180744	TRUE	0.485611388	0.49155	-1.171153281	-0.011705	92.818	0.410505051	0.555252525	0.176565657	2.03084	1.37395	0.0422715
1364544052_909	-0.094471684	0.051229259	0	1R	0.927107411	TRUE	0.135158519	0.127327778	-1.297026934	0.042439	89.948	0.223131313	0.243030303	0.570707071	0.537561	0.228501	0.59088
1364501929_944	-0.085495556	0.022173128	0	1R	0.54253793	TRUE	0.496381049	0.496049383	-1.224404114	0.01477	86.714	0.082020202	0.444343434	0.343737374	0.477194	0.198443	0.633224
1364634776_857	0.109966121	0.020892124	0	1R	0.165703712	TRUE	0.276491984	0.2822	-1.261187742	0.0068647	88.596	0.153333333	0.352929293	0.289292929	0.388509	0.156369	0.697639
1364659673_881	-0.468062666	0.05325663	0	1R	0.594145573	TRUE	0.482273222	0.476043827	-0.531829969	0.11399	97.867	0.718888889	0.940505051	0.947171717	0.0068567	0.00238247	0.994529
1364586695_784	0.136571269	0.025200105	0	1R	0.760327547	TRUE	0.364459136	0.37995	-1.387163184	-0.012788	86.626	0.079393939	0.032323232	0.171616162	0.283113	0.109528	0.777091
1364520619_969	0.248730746	0.054296885	0	1R	0.223121078	TRUE	0.346676125	0.315303086	-1.199709179	0.05261	90.999	0.287878788	0.499191919	0.651111111	0.174618	0.0648051	0.86138
1364595562_819	-0.43654415	0.079332014	0	1R	0.144939514	TRUE	0.247864103	0.26728642	-1.272540079	0.027275	95.901	0.612828283	0.318383838	0.444848485	1.13522	0.59128	0.256283
1364573106_819	0.236690965	0.065183773	0	1R	0.152891317	TRUE	0.259031124	0.252661111	-1.137773182	-0.035734	99.535	0.78989899	0.605656566	0.082929293	0.692756	0.311169	0.488463
1364503675_975	-0.252695743	0.042476479	0	1R	0.749127014	TRUE	0.375871462	0.391111111	-1.335611907	0.019215	93.558	0.460606061	0.12989899	0.378787879	0.863259	0.411174	0.387995
1364529082_830	-0.303632868	0.046240917	0	1R	0.110627861	TRUE	0.196778675	0.212043827	-1.132290977	-0.012318	85.866	0.058181818	0.611515152	0.174141414	1.50168	0.875559	0.133181
1364634072_152	0.0607301	0.024509547	0	1R	0.558724711	TRUE	0.493102817	0.490508642	-0.714307698	0.035531	87.046	0.093333333	0.89979798	0.514141414	0.730031	0.332201	0.465371
1364529233_650	0.342273201	0.04833596	0	1R	0.389886012	TRUE	0.475749819	0.476767901	-1.319727958	0.030329	91.824	0.341616162	0.177474747	0.471818182	0.407191	0.165028	0.683868
1364562158_584	-0.232745879	0.028639565	0	1R	0.717565257	TRUE	0.405330718	0.40755	-0.877456476	0.076958	95.999	0.619292929	0.835454545	0.80979798	0.645745	0.285298	0.518444
1364587094_662	-0.045169588	0.030425612	0	1R	0.589974539	TRUE	0.483809164	0.485360494	-1.189827992	0.029808	92.635	0.397373737	0.521515152	0.466565657	0.186635	0.0695873	0.851947
1364502893_224	0.036216671	0.016429092	0	1R	0.371523832	TRUE	0.466987748	0.461419753	-1.245475841	0.059955	86.414	0.073030303	0.395252525	0.705151515	0.0509908	0.0180307	0.959333
1364574262_852	0.418571513	0.046454831	0	1R	0.765684628	TRUE	0.358823357	0.375554938	-1.353233696	-0.00068746	105.41	0.934747475	0.085858586	0.241212121	0.610199	0.266217	0.54173
1364523799_62	0.158280117	0.030168727	0	1R	0.869077893	TRUE	0.227563018	0.223727778	-1.202116434	0.027737	85.215	0.041717172	0.494343434	0.44979798	0.0991509	0.0357317	0.921018
1364538138_782	0.414823543	0.034705375	0	1R	0.671260128	TRUE	0.441339937	0.441061111	-0.486037013	0.091861	88.81	0.164040404	0.94959596	0.88030303	1.60058	0.960705	0.10947
1364575772_126	-0.142474368	0.13109911	0	1R	0.549579583	TRUE	0.49508373	0.493323457	-1.146855654	0.051072	106.75	0.951212121	0.592424242	0.64020202	0.173936	0.0645351	0.861916
1364526608_462	-0.014724989	0.10143355	0	1R	0.183852145	TRUE	0.300101067	0.340701235	-1.014852067	0.10367	102.96	0.89010101	0.74040404	0.91979798	0.0356312	0.012523	0.971576
1364603197_498	-0.097074462	0.051208714	0	1R	0.158206497	TRUE	0.266354403	0.258873457	-1.122697778	-0.017055	97.291	0.690808081	0.625757576	0.151717172	0.618325	0.270543	0.536361
1364512535_208	-0.015600309	0.06407074	0	1R	0.216090714	TRUE	0.338791035	0.360725309	-1.291060975	-0.0088636	103.96	0.911313131	0.262121212	0.191515152	0.669677	0.298377	0.503064
1364510405_400	-0.019393703	0.099801037	0	1R	0.119877401	TRUE	0.21101362	0.213727778	-1.301029996	0.028437	101.35	0.854040404	0.231414141	0.456262626	0.230085	0.0872332	0.818025
1364538685_552	-0.291542388	0.050854368	0	1R	0.684061923	TRUE	0.432242417	0.426527778	-1.298302523	0.017329	91.661	0.331111111	0.238383838	0.363838384	0.410714	0.166673	0.681282
1364603502_794	-0.516777776	0.036207485	0	1R	0.911715398	TRUE	0.160980863	0.142517901	-1.138005851	0.039934	85.687	0.052626263	0.605050505	0.55030303	1.05371	0.534592	0.292017
1364569077_771	-0.076888409	0.02636261	0	1R	0.540508404	TRUE	0.496718138	0.496147531	-1.246164251	0.031928	90.652	0.264040404	0.393636364	0.483838384	0.0261198	0.00914553	0.979162
1364582082_751	0.162275232	0.092595348	0	1R	0.841966118	TRUE	0.266118348	0.27555	-0.999522539	0.087695	96.079	0.623838384	0.753535354	0.863939394	1.26615	0.687271	0.205461
1364512968_641	-0.004291319	0.049360439	0	1R	0.734069067	TRUE	0.390423344	0.3942	-0.88883834	0.067362	93.545	0.46010101	0.827575758	0.755858586	1.13918	0.594093	0.254628
1364594996_154	-0.116726574	0.047943776	0	1R	0.340106979	TRUE	0.448868443	0.44555	-1.125726972	0.070431	93.976	0.487979798	0.621313131	0.774444444	0.473503	0.196642	0.635854
1364543925_76	-0.537141563	0.063588911	0	1R	0.309541273	TRUE	0.427450947	0.435599383	-1.05124482	0.092681	97.598	0.706262626	0.70959596	0.882828283	1.53555	0.904309	0.12465
1364517596_436	-0.131940214	0.042275387	0	1R	0.802640196	TRUE	0.316817823	0.298740123	-1.12799532	0.019094	90.444	0.253131313	0.617777778	0.377575758	0.307492	0.120062	0.758469
1364510634_690	0.391763649	0.03455859	0	1R	0.479953909	TRUE	0.499196308	0.49977716	-0.408901987	0.074307	90.968	0.286262626	0.959393939	0.795252525	1.30198	0.714614	0.192924
1364590820_270	0.207530815	0.14793071	0	1R	0.693880986	TRUE	0.424820327	0.410394444	-1.270284589	-0.0069166	123.46	0.999494949	0.325555556	0.201111111	1.17868	0.622467	0.238525
1364550736_394	0.285922693	0.092191887	0	1R	0.782840598	TRUE	0.340002392	0.335644444	-0.787892334	-0.052462	100.72	0.835050505	0.873737374	0.046969697	0.147288	0.0540861	0.882905
1364585785_784	0.344871283	0.027675527	0	1R	0.914745447	TRUE	0.155972429	0.153703086	-0.750777176	0.12324	90.823	0.276161616	0.886969697	0.963232323	0.973462	0.48106	0.330324
1364522863_417	-0.207859019	0.070980808	0	1R	0.1029987	TRUE	0.184779936	0.197530864	-1.200225373	-0.042234	89.029	0.175252525	0.498181818	0.066363636	1.38919	0.783111	0.164774
1364574387_641	-0.239140087	0.086856422	0	1R	0.185383095	TRUE	0.302032406	0.287303086	-1.350129906	0.03908	93.228	0.439292929	0.092929293	0.544343434	0.861746	0.410243	0.388827
1364657890_506	0.183579438	0.033751952	0	1R	0.627543863	TRUE	0.467465126	0.45762716	-1.293401686	0.036848	90	0.226464646	0.254444444	0.526161616	0.0464352	0.0163902	0.962963
1364596381_287	-0.181118433	0.080424257	0	1R	0.831181676	TRUE	0.280637395	0.251095679	-1.304851177	-0.034471	102	0.869090909	0.21989899	0.086060606	0.108621	0.0392902	0.913503
1364520508_206	0.001738624	0.03199298	0	1R	0.70564153	TRUE	0.415423122	0.411332716	-0.738594373	0.061793	91.268	0.304545455	0.891111111	0.717070707	0.705893	0.318528	0.480255
1364535272_549	0.104083742	0.030376287	0	1R	0.12524171	TRUE	0.219112448	0.206962346	-0.950471878	-0.032953	90.295	0.245656566	0.789292929	0.091919192	0.668959	0.297982	0.503521
1364563753_734	-0.224037237	0.027627652	0	1R	0.130036498	TRUE	0.226254014	0.222901235	-0.579120501	0.13317	89.423	0.196363636	0.930606061	0.975252525	0.322673	0.126713	0.746943
1364529951_939	-0.043471815	0.06957623	0	1R	0.867910705	TRUE	0.229283426	0.219582716	-1.26011925	0.046426	92.856	0.412727273	0.355353535	0.602727273	0.951425	0.466751	0.341388
1364613663_757	-0.33373723	0.028228807	0	1R	0.072929189	TRUE	0.135221045	0.13875	-1.332948839	-0.00279	83.683	0.01959596	0.136666667	0.228787879	0.728179	0.331145	0.466504
1364668162_975	0.395116771	0.070951286	0	1R	0.658149378	TRUE	0.449977549	0.467629012	-1.222631184	-0.0079167	105.12	0.930707071	0.448282828	0.195959596	0.307895	0.120238	0.758162
1364611696_538	-0.173160888	0.03382546	0	1R	0.079045162	TRUE	0.145594048	0.161975309	-1.338745917	0.099199	100.1	0.812626263	0.120707071	0.906969697	0.55939	0.239656	0.575896
1364627689_340	0.386459198	0.053738095	0	1R	0.679396832	TRUE	0.435633553	0.445916049	-0.718466686	0.0067469	106.44	0.947676768	0.898585859	0.288282828	0.770961	0.355827	0.44073
1364531185_248	0.170842131	0.079660921	0	1R	0.432099549	TRUE	0.490779058	0.490962346	-1.291519612	-0.001036	106.07	0.942929293	0.26030303	0.238686869	1.00207	0.499889	0.316309
1364537010_626	-0.289810098	0.067072226	0	1R	0.755163822	TRUE	0.369782848	0.352394444	-0.602581458	-0.079919	106.9	0.952929293	0.926969697	0.014646465	1.07904	0.551958	0.280571
1364564300_491	-0.01074201	0.048974708	0	1R	0.595658165	TRUE	0.481699031	0.476043827	-0.985815602	0.073698	92.648	0.398585859	0.765353535	0.793030303	0.470367	0.195116	0.638093
1364595672_283	-0.145267066	0.023866016	0	1R	0.598502383	TRUE	0.480594561	0.475308642	-0.959753785	0.022802	87.044	0.093131313	0.784343434	0.408787879	0.547603	0.233613	0.583965
1364626566_42	-0.106210098	0.029687843	0	1R	0.251704611	TRUE	0.376698799	0.377212346	-1.023260386	-0.022579	92.396	0.380505051	0.734545455	0.127676768	0.656788	0.29131	0.511317
1364528095_607	-0.352932157	0.089260866	0	1R	0.651017771	TRUE	0.454387266	0.441441975	-1.262672158	-0.0077675	110.69	0.981212121	0.348585859	0.196666667	1.83515	1.17729	0.0664834
1364555152_322	-0.231019066	0.056454368	0	1R	0.206487944	TRUE	0.327701346	0.334367901	-1.11679865	0.10041	88.682	0.157070707	0.634343434	0.911010101	0.297844	0.115872	0.765822
1364600028_977	-0.147993042	0.02471797	0	1R	0.865423997	TRUE	0.232930605	0.2262	-0.720310247	0.067898	87.846	0.121616162	0.897575758	0.759393939	0.0566534	0.0200779	0.954821
1364536245_245	0.316295187	0.110053218	0	1R	0.916609945	TRUE	0.152872308	0.189703086	-1.416529169	-0.016925	102.2	0.874343434	0.008383838	0.152323232	1.27799	0.696255	0.201254
1364521778_363	0.096749957	0.088860352	0	1R	0.081522887	TRUE	0.149753811	0.148132716	-1.191437951	-0.041298	98.763	0.758383838	0.517979798	0.068585859	0.14693	0.0539473	0.883187
1364590970_35	-0.203131005	0.034349644	0	1R	0.84788609	TRUE	0.257950537	0.260414198	-1.075255648	-0.096277	87.743	0.117777778	0.685454545	0.006767677	1.75778	1.10356	0.0787851
1364555735_251	0.362662441	0.038357514	0	1R	0.748222429	TRUE	0.376771252	0.392661111	-1.296768825	0.012354	93.781	0.476060606	0.244242424	0.325858586	0.580898	0.250798	0.561309
1364684339_418	0.291564454	0.032833938	0	1R	0.246644342	TRUE	0.371621821	0.3542	-1.215111804	-0.033347	93.801	0.477474747	0.464646465	0.09020202	0.408414	0.165598	0.68297
1364565543_148	0.123210318	0.04577815	0	1R	0.914328114	TRUE	0.156664427	0.165619753	-1.075958607	0.049108	92.77	0.406969697	0.684646465	0.623333333	0.594268	0.257799	0.552333
1364650961_688	-0.166335998	0.032132348	0	1R	0.805751781	TRUE	0.313031696	0.33500679	-1.096188598	0.0096527	93.595	0.463939394	0.662121212	0.308080808	0.158902	0.0586149	0.873746
1364681880_811	0.29366611	0.103850032	0	1R	0.133469377	TRUE	0.231310604	0.235169753	-1.311980839	-0.071154	96.206	0.632222222	0.198383838	0.022626263	1.5525	0.918857	0.120543
1364547359_485	0.241023138	0.041784302	0	1R	0.826892461	TRUE	0.286282638	0.2688	-1.287123111	-0.052876	89.088	0.178585859	0.275656566	0.045555556	0.248766	0.0949917	0.803541
1364571503_704	0.053692968	0.031406239	0	1R	0.528897699	TRUE	0.498329846	0.498911111	-1.159141446	0.045866	87.984	0.126969697	0.573636364	0.597979798	0.501343	0.210328	0.61613
1364584753_786	0.087530985	0.018835861	0	1R	0.705288422	TRUE	0.415713328	0.412266049	-0.44125544	0.10981	88.679	0.156969697	0.956262626	0.937676768	0.179801	0.0668626	0.857309
1364580954_534	-0.139596949	0.026542472	0	1R	0.124146557	TRUE	0.217468379	0.21875	-1.117634865	0.11935	86.857	0.086464646	0.633535354	0.957373737	0.444263	0.182532	0.656853
1364516190_811	-0.108449563	0.059555566	0	1R	0.393128737	TRUE	0.477157066	0.477480864	-1.177073875	0.052129	94.284	0.510808081	0.545151515	0.648686869	0.198482	0.0743436	0.842668
1364561597_734	0.213427781	0.065310546	0	1R	0.488607923	TRUE	0.499740441	0.4998	-1.211167256	0.055258	103.76	0.907878788	0.473636364	0.671414141	0.265859	0.102182	0.790348
1364614916_37	-0.19293165	0.046940923	0	1R	0.69904479	TRUE	0.420762343	0.42	-1.113216084	0.024569	94.427	0.520505051	0.63969697	0.423434343	0.20867	0.0784663	0.834706
1364511921_47	0.06784775	0.04572848	0	1R	0.567107625	TRUE	0.490993133	0.487021605	-1.324799269	-0.033759	98.09	0.73	0.162121212	0.088484848	0.537752	0.228598	0.590748
1364585109_315	-0.272651834	0.096567582	0	1R	0.370787627	TRUE	0.466608325	0.470664198	-1.329791268	-0.0059702	101.97	0.868484848	0.147070707	0.208181818	1.64399	0.999223	0.100179
1364534493_239	0.334142257	0.031020272	0	1R	0.061172983	TRUE	0.114861699	0.099984568	-1.289501842	0.027977	94.831	0.544747475	0.267070707	0.452424242	0.138246	0.0505875	0.890046
1364589185_728	0.371428407	0.025876444	0	1R	0.855359072	TRUE	0.24743986	0.256553086	0.095936102	0.096389	96.532	0.65020202	0.989494949	0.895959596	0.786806	0.365125	0.431395
1364526029_596	-0.139968638	0.048897508	0	1R	0.945717173	TRUE	0.102672404	0.097994444	-0.871503801	0.11393	86.053	0.063131313	0.837676768	0.946666667	0.12099	0.0439763	0.903699
1364600011_558	0.12867596	0.057073559	0	1R	0.471667795	TRUE	0.498394572	0.495540123	-0.897429098	0.086423	99.61	0.793131313	0.822323232	0.858989899	0.780802	0.361592	0.434919
1364582898_720	-0.305656572	0.072937678	0	1R	0.608730191	TRUE	0.476355491	0.476767901	-1.188572465	0.0018752	100.7	0.834141414	0.523939394	0.259292929	2.20152	1.55753	0.0276995
1364548244_961	-0.11395526	0.040821245	0	1R	0.354665024	TRUE	0.45775549	0.45365679	-1.243561689	0.013362	94.115	0.498585859	0.39989899	0.333636364	0.362394	0.144446	0.717058
1364642452_264	-0.241674905	0.059073955	0	1R	0.834895459	TRUE	0.275690063	0.277777778	-0.983091956	0.039482	98.567	0.74959596	0.767272727	0.546969697	0.226885	0.0859146	0.820513
1364545417_315	0.139961035	0.050569077	0	1R	0.841783598	TRUE	0.266367944	0.236784568	-1.242543235	0.02708	86.107	0.064848485	0.403232323	0.443232323	0.636163	0.280114	0.52467
1364546224_357	-0.141491357	0.059841018	0	1R	0.71847767	TRUE	0.404535015	0.393175309	-0.818385048	0.037691	98.207	0.734646465	0.860909091	0.532727273	0.0931003	0.0334716	0.925824
1364561968_456	0.491204071	0.062878942	0	1R	0.934180514	TRUE	0.122974563	0.127327778	-1.390021618	-0.050635	87.308	0.102424242	0.028484848	0.050606061	0.896612	0.431885	0.369926
1364588385_938	-0.128648667	0.028441188	0	1R	0.554290481	TRUE	0.494105087	0.491693827	-1.230932995	0.029781	92.596	0.395252525	0.431313131	0.465959596	0.00619583	0.00215227	0.995056
1364582149_875	0.228157692	0.026676401	0	1R	0.64904885	TRUE	0.45556888	0.462644444	0.30317445	0.096085	88.99	0.172828283	0.994242424	0.895454545	1.01121	0.505966	0.311914
1364516814_424	-0.033227372	0.053295923	0	1R	0.899183623	TRUE	0.18130487	0.174644444	-1.365291034	-0.029486	87.248	0.100909091	0.064141414	0.102525253	0.332323	0.130976	0.739645
1364520907_272	0.018261195	0.067528909	0	1R	0.537822159	TRUE	0.497138969	0.493064198	-0.026738183	0.049073	103.71	0.906969697	0.985656566	0.622727273	0.750611	0.344011	0.452887
1364582152_897	0.126657691	0.070534714	0	1R	0.505471087	TRUE	0.499940134	0.499997531	-1.311117652	-0.02269	94.468	0.523434343	0.201111111	0.126969697	0.0692307	0.0246574	0.944806
1364561928_669	0.151833259	0.048614543	0	1R	0.417435193	TRUE	0.486366105	0.4902	-1.057322409	0.043564	96.086	0.624545455	0.703333333	0.578585859	0.177512	0.0659529	0.859107
1364694442_823	0.337628691	0.027372546	0	1R	0.919779817	TRUE	0.14756981	0.14063642	-1.383608517	-0.017743	85.291	0.043434343	0.036969697	0.148383838	0.61834	0.270551	0.536351
1364516299_961	-0.374133016	0.037934402	0	1R	0.904840383	TRUE	0.172208529	0.17195	-1.181470602	0.061781	94.671	0.535353535	0.537171717	0.716868687	0.905922	0.437734	0.364977
1364508726_565	0.116677947	0.104259801	0	1R	0.434823016	TRUE	0.491503922	0.486841975	-1.088091684	0.022004	106.6	0.949090909	0.670606061	0.402727273	1.03553	0.522271	0.30042
1364569070_921	-0.232563448	0.035565314	0	1R	0.860414656	TRUE	0.240202552	0.231111111	-1.102967034	0.082064	88.567	0.151616162	0.654141414	0.837272727	0.496167	0.207765	0.619776
1364506919_518	0.43514455	0.029563445	0	1R	0.820449024	TRUE	0.294624845	0.294488272	-1.008468253	-0.012744	84.658	0.031010101	0.745454545	0.172222222	1.13045	0.587899	0.258286
1364575072_634	0.247407465	0.018295844	0	1R	0.455571043	TRUE	0.496052135	0.496434568	-0.986362388	0.06869	90.23	0.24020202	0.764545455	0.764242424	0.994495	0.494875	0.319982
1364627844_833	-0.340461979	0.036134489	0	1R	0.277515883	TRUE	0.401001636	0.413194444	-1.312408619	0.0075685	102.44	0.88020202	0.197272727	0.293636364	0.0532245	0.0188372	0.957553
1364570460_567	0.14796064	0.030604847	0	1R	0.705413308	TRUE	0.415610745	0.419554938	-1.140759598	0.018842	89.339	0.191616162	0.601313131	0.374949495	0.931911	0.45422	0.351382
1364522131_126	0.199900586	0.025943033	0	1R	0.742573312	TRUE	0.382316376	0.385332716	-1.19205252	0.023361	90.265	0.243535354	0.516969697	0.413939394	0.873924	0.417755	0.38216
1364569370_348	-0.126606217	0.105595067	0	1R	0.85872332	TRUE	0.24263516	0.243990123	-1.155460698	0.090944	97.66	0.708686869	0.579292929	0.877070707	0.202826	0.0760979	0.839271
1364581298_537	-0.336889981	0.02269946	0	1R	0.081677425	TRUE	0.150012446	0.162888272	-1.213994331	0.096445	88.563	0.151414141	0.467575758	0.896060606	0.222983	0.0843108	0.823549
1364555318_863	0.289559304	0.042975022	0	1R	0.35138909	TRUE	0.455829595	0.444444444	-0.911793012	0.093208	96.195	0.631212121	0.814747475	0.884242424	0.643184	0.283909	0.520105
1364581360_54	0.136379536	0.058504234	0	1R	0.622016425	TRUE	0.470223984	0.483397531	-0.872830386	0.077016	95.818	0.606262626	0.837474747	0.81030303	0.73906	0.337365	0.45987
1364561954_920	0.217436135	0.044168722	0	1R	0.845263103	TRUE	0.261586779	0.265767901	-0.774458123	0.083279	91.315	0.307878788	0.878383838	0.843737374	1.35338	0.754646	0.175936
1364587702_960	-0.159081009	0.109399619	0	1R	0.935044804	TRUE	0.121472037	0.116701235	-1.260965913	-0.045913	93.839	0.48010101	0.353636364	0.058888889	0.862622	0.410782	0.388345
1364690474_472	0.274759157	0.021273204	0	1R	0.905095914	TRUE	0.171794601	0.179110494	-1.26349195	-0.094735	83.236	0.015858586	0.345353535	0.006868687	0.202589	0.0760017	0.839457
